product_id,product_name,category,price,short_description,image_url,product_type,variations
218,Mũi Khoan Hình Ngọn Lửa 1mm,"Mũi khoan, Falme (Hình ngọn lửa)","390,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/249-010C-1-2.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}]"
219,"Mũi Hoàn Tất Composite 1,2mm","Mũi khoan, Safe End (Hoàn tất Composite)","860,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/219-012M-1-1.jpg,simple,
220,"Mũi Hoàn Tất Composite 1,4mm","Mũi khoan, Safe End (Hoàn tất Composite)","550,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/220-014M-2-1-1.jpg,simple,
221,"Mũi Hoàn Tất Composite 1,5mm","Mũi khoan, Safe End (Hoàn tất Composite)","320,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/219-012M-1-1.jpg,simple,
222,"Mũi Trụ Thuôn Đầu Tròn 1,8mm","Mũi khoan, Round and Taper (Trụ thuôn đầu tròn)","350,000  – 390,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/199-018F-1-1.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""350000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}]"
223,"Mũi Trụ Thuôn Đầu Tròn 1,6mm","Mũi khoan, Round and Taper (Trụ thuôn đầu tròn)","350,000  – 390,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/199-016F-1-1.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""350000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}]"
224,"Mũi Trụ Thuôn Đầu Tròn 1,4mm","Mũi khoan, Round and Taper (Trụ thuôn đầu tròn)","320,000  – 390,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/199-014M-1-1.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""320000\u20ab""}]"
225,"Mũi Trụ Thuôn Đầu Tròn 1,2mm","Mũi khoan, Round and Taper (Trụ thuôn đầu tròn)","350,000  – 390,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/199-012C-2-1.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""350000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""350000\u20ab""}]"
226,"Mũi Khoan Mài Cùi 1,6mm","Mũi khoan, Round and Taper (Mũi mài cùi)","390,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/198-016C-1-1-1.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}]"
227,"Mũi Khoan Mài Cùi 1,8mm","Mũi khoan, Round and Taper (Mũi mài cùi)","390,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/197-018SHXC-1-1.jpg,simple,
228,"Mũi Khoan Mài Cùi 1,4mm","Mũi khoan, Round and Taper (Mũi mài cùi)","390,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/197-014XC-1-1.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}]"
229,"Mũi Khoan Mài Cùi 1,2mm","Mũi khoan, Round and Taper (Mũi mài cùi)","390,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/197-012F-scaled.jpg,simple,
230,"Mũi Khoan Mài Cùi 2,5mm","Mũi khoan, Round and Taper (Mũi mài cùi)","440,000  – 550,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/198-025C-1-1-1.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""550000\u20ab""}, {""variation_code"": """", ""variation_price"": ""440000\u20ab""}]"
231,"Mũi Khoan Mài Cùi 2,1mm","Mũi khoan, Round and Taper (Mũi mài cùi)","390,000  – 440,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/198-021C-1-1.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""440000\u20ab""}]"
232,"Mũi Khoan Mài Cùi 1,9mm","Mũi khoan, Round and Taper (Mũi mài cùi)","350,000  – 440,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/198-019C-1-2.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""440000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""350000\u20ab""}]"
233,"Mũi Khoan Mài Cùi 1,6mm","Mũi khoan, Round and Taper (Mũi mài cùi)","390,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/198-016C-1-1.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}]"
234,"Mũi Khoan Mài Cùi 1,4mm","Mũi khoan, Round and Taper (Mũi mài cùi)","390,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/198-014C-1-1.jpg,simple,
235,"Mũi Khoan Mài Cùi 1,2mm","Mũi khoan, Round and Taper (Mũi mài cùi)","390,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/198-012C-1-1.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}]"
236,Mũi Khoan Mài Cùi 1mm,"Mũi khoan, Round and Taper (Mũi mài cùi)","390,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/198-010C-1-1-1.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}]"
237,"Mũi Khoan Mài Cùi 2,5mm","Mũi khoan, Round and Taper (Mũi mài cùi)","440,000  – 550,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/197-025C-1-1.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""440000\u20ab""}, {""variation_code"": """", ""variation_price"": ""550000\u20ab""}]"
238,"Mũi Khoan Mài Cùi 2,3mm","Mũi khoan, Round and Taper (Mũi mài cùi)","390,000  – 550,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/197-023C-1-1.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""550000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}]"
239,Mũi Trụ Thuôn Đầu Phẳng 2mm,"Mũi khoan, Flat End Taper (Trụ thuôn đầu phẳng)","320,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/173-018C-1-1.jpg,simple,
240,"Mũi Trụ Thuôn Đầu Phẳng 1,3mm","Mũi khoan, Flat End Taper (Trụ thuôn đầu phẳng)","390,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/174-013C-1-1.jpg,simple,
241,"Mũi Trụ Thuôn Đầu Phẳng 1,8mm","Mũi khoan, Flat End Taper (Trụ thuôn đầu phẳng)","390,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/173-018C-1-1.jpg,simple,
242,"Mũi Trụ Thuôn Đầu Phẳng 1,7mm","Mũi khoan, Flat End Taper (Trụ thuôn đầu phẳng)","390,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/03/173-017C-1-1.jpg,simple,
243,"Mũi Trụ Thuôn Đầu Phẳng 1,6mm","Mũi khoan, Flat End Taper (Trụ thuôn đầu phẳng)","390,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/02/173-016F-1-1-2.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}]"
244,"Mũi Trụ Thuôn Đầu Phẳng 1,4mm","Mũi khoan, Flat End Taper (Trụ thuôn đầu phẳng)","390,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/02/173-014C-1-1-1.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}]"
245,"Mũi Trụ Thuôn Đầu Phẳng 1,2mm","Mũi khoan, Flat End Taper (Trụ thuôn đầu phẳng)","390,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/02/173-012C-1-1-1.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}]"
246,"Mũi Trụ Thuôn Đầu Phẳng 1,6mm","Mũi khoan, Flat End Taper (Trụ thuôn đầu phẳng)","390,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/02/172-016F-1-1.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}]"
247,"Mũi Trụ Thuôn Đầu Phẳng 1,5mm","Mũi khoan, Flat End Taper (Trụ thuôn đầu phẳng)","390,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/02/172-015SM-1-1-1.jpg,simple,
248,"Mũi Trụ Thuôn Đầu Phẳng 1,4mm","Mũi khoan, Flat End Taper (Trụ thuôn đầu phẳng)","350,000  – 390,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/02/172-014F-1-1-1.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""350000\u20ab""}]"
249,"Mũi Trụ Thuôn Đầu Phẳng 1,2mm","Mũi khoan, Flat End Taper (Trụ thuôn đầu phẳng)","390,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/02/172-012M-1-1-1.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}]"
250,Mũi Trụ Thuôn Đầu Phẳng 1mm,"Mũi khoan, Flat End Taper (Trụ thuôn đầu phẳng)","390,000 ","Mũi khoan kim cương bán chạy số 1 tại Mỹ 
– Thân làm từ Thụy Sỹ, đồng trục tránh xoay lắc 
– Nhanh hơn, sắc bén hơn với công nghệ liên kết Triton tiên tiến
– Tiệt trùng, an toàn và tiện lợi với đóng gói bao bì riêng biệt, tránh nhiễm trùng chéo



Xuất xứ: Mỹ

Chương trình khuyến mãi:
Mua 100 tặng 20
Mua 200 tặng 50

Quý khách hàng chọn số lượng sản phẩm phù hợp (không tính sản phẩm khuyến mãi/ chiết khấu)",https://tinnha.vn/wp-content/uploads/2024/02/172-010M-1-1-1.jpg,configurable,"[{""variation_code"": """", ""variation_price"": ""390000\u20ab""}, {""variation_code"": """", ""variation_price"": ""390000\u20ab""}]"
